DRS_ID,DistributionChannel,UserLanguage,geoid.county,Zone,Q1_0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1a,Q2,Q3_0,Q3_1,Q3_2,Q3_3,Q3_4,Q3_5,Q3_6,Q3_7,Q3_8,Q4_0,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q6_0,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q7_0,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q8_0,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q9,Q10,Q12_0,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q13g,Q14,Q15,Q16,Q17_0,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q18,Q19a,Q19b,Q20,Q21,Q22,Q23,Q24_0,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q34,Q39,Q41a,Q41b,Q41c,Q41d,Q41e,Q41f,Q42a,Q42b,Q42c,Q42d,Q42e,Q42f,Q42g,Q42h,Q42i,Q43_0,Q43_1,Q43_2,Q43_3,Q43_4,Q43_5,Q43_6,Q43_7,Q43_9,Q43_10,Q43_11,WTFINAL,SEX_P,RACE_P,INCOME_P,AGE_P,ETHNICITY_P,EDU_P,HOMEOWNERSHIP_P,LANGUAGE_P
DRS2340,Mail,Spanish,095,3,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,17,Suburban,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,<I Dont know why the Delta is important>,Yes,Yes,<I Dont know why the Delta is important>,Yes,Yes,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,No,No,No,No,Yes,<Decline to answer>,Neutral,No,No,No,No,Yes,Yes,Yes,<Decline to answer>,<Unsure>,Moderately concerned,Very concerned,Somewhat concerned,Moderately concerned,Somewhat concerned,Somewhat concerned,<Decline to answer>,<I don't know>,<I don't know>,Yes,Yes,<Decline to answer>,No,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Strongly disagree,Strongly disagree,"Yes, I have personally experienced drought impacts. Please specify:",Not doing enough,Doing too much,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Liberal,No,Somewhat distrust,Trust only a little,Trust only a little,<Decline to answer>,<Decline to answer>,Trust only a little,Unsure,Very likely,Very likely,Somewhat likely,<Not applicable>,Somewhat unlikely,Somewhat unlikely,<Not applicable>,No,<Decline to answer>,No,Yes,Yes,Yes,NA,<Not applicable>,<Decline to answer>,NA,NA,NA,1.1842105297486987,Male,Asian/PI,<25K,35-44,Not Hispanic/Latino,>BA/BS,Rented/Other,English only
DRS2341,Online,English,013,1,Yes,No,<Decline to answer>,<Decline to answer>,No,No,46,<Decline to answer>,Yes,Yes,No,No,Yes,No,No,No,No,No,<I Dont know why the Delta is important>,No,No,No,<I Dont know why the Delta is important>,Yes,Yes,No,Yes,Yes,Yes,No,No,No,<Decline to answer>,No,<Decline to answer>,Yes,No,Yes,Yes,<Decline to answer>,Yes,No,Yes,Yes,No,No,No,<Decline to answer>,<Decline to answer>,Yes,No,No,No,No one advocates for my interests in the Delta,Satisfied,Yes,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Not at all concerned,Moderately concerned,Somewhat concerned,Somewhat concerned,Somewhat concerned,Very concerned,<Decline to answer>,Yes. Please specify:,<Decline to answer>,mostly by natural changes in the environment,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,Somewhat disagree,<I don't know>,<I don't know>,Doing too much,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,No,Yes,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,Very Liberal,NA,Trust completely,Trust completely,Strongly distrust,Trust only a little,Trust somewhat,<Decline to answer>,NA,Very unlikely,<Decline to answer>,Somewhat likely,Very likely,<Decline to answer>,Somewhat unlikely,NA,NA,Yes,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,<Not applicable>,<Decline to answer>,<Not applicable>,0.08048093728292059,Male,Black,25K - <50K,25-34,Not Hispanic/Latino,<BA/BS,NA,English only
DRS2342,Mail,English,013,3,Yes,Yes,No,No,No,<Decline to answer>,77,Suburban,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,No,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,No,Yes,No,No,<Decline to answer>,Yes,Yes,No,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,No,Yes,Yes,No,Yes,<Decline to answer>,No,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,No,No,Please specify individual or organization name:,Dissatisfied,Yes,<Decline to answer>,<Decline to answer>,No,Yes,No,No,No,Very concerned,Not at all concerned,Moderately concerned,<Unsure>,Moderately concerned,Very concerned,Somewhat concerned,No,<I don't know>,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,Yes,No,Somewhat agree,<Decline to answer>,<I don't know>,Doing the right amount,Doing too much,Not doing enough,Yes,Yes,No,Yes,No,Yes,No,<Decline to answer>,No,Yes,No,No,No,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,Somewhat distrust,Trust completely,Somewhat distrust,Trust only a little,Somewhat distrust,NA,NA,Somewhat likely,Somewhat likely,Unsure,Somewhat unlikely,Somewhat likely,Somewhat likely,Somewhat unlikely,No,No,<Not applicable>,NA,<Not applicable>,<Not applicable>,<Not applicable>,No,NA,No,<Decline to answer>,<Decline to answer>,0.7303016323350936,Female,Asian/PI,>150K,18-24,Hispanic/Latino,BA/BS,NA,English only
DRS2343,Online,Spanish,<Erased>,3,Yes,<Decline to answer>,Yes,Yes,Yes,No,69,<I don't know>,No,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,<I Dont know why the Delta is important>,No,No,Yes,Yes,<Decline to answer>,<Decline to answer>,No,Yes,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,No,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,Yes,No,No,<Decline to answer>,Yes,No,No,No,No one advocates for my interests in the Delta,Very dissatisfied,<Decline to answer>,<Decline to answer>,No,No,No,No,No,Yes,<Unsure>,<Unsure>,Not at all concerned,Somewhat concerned,<Decline to answer>,<Unsure>,Not at all concerned,Yes. Please specify:,Not at all due to climate change,by both human activities and natural changes in the environment,No,Yes,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,No,Yes. Please specify:,<Decline to answer>,Strongly disagree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,<Decline to answer>,Doing too much,No,Yes,No,No,Yes,Yes,No,<Decline to answer>,Yes,Yes,No,Yes,Yes,Yes,<Decline to answer>,Yes,Conservative,NA,Strongly distrust,Trust completely,NA,Somewhat distrust,<Not applicable>,Trust somewhat,Very likely,NA,Unsure,Very likely,Very likely,Somewhat likely,<Not applicable>,Very unlikely,Yes,No,No,<Decline to answer>,Yes,NA,No,No,<Not applicable>,<Not applicable>,<Decline to answer>,NA,2.072915954077358,Female,<Missing>,100K - <150K,25-34,<Missing>,<Missing>,Rented/Other,Other lang
DRS2344,Mail,Spanish,013,3,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Rural (outside of town),Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,<I Dont know why the Delta is important>,Yes,No,<I Dont know why the Delta is important>,No,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,No,Yes,No,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,<I don't know>,Very dissatisfied,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,Moderately concerned,Somewhat concerned,Very concerned,<Decline to answer>,Somewhat concerned,Somewhat concerned,Moderately concerned,Yes. Please specify:,<Decline to answer>,mostly by natural changes in the environment,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,Yes,Yes,Yes,Yes,<Decline to answer>,No,<Decline to answer>,Strongly agree,Strongly disagree,<I don't know>,<Decline to answer>,Doing the right amount,Doing the right amount,No,No,No,Yes,Yes,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,No,Yes,<Decline to answer>,No,Yes,Yes,Very conservative,Yes,Trust completely,Somewhat distrust,Trust somewhat,Trust only a little,Trust only a little,Trust somewhat,Very unlikely,Somewhat unlikely,Somewhat likely,NA,<Not applicable>,Very unlikely,Very likely,Somewhat likely,No,NA,No,<Decline to answer>,<Not applicable>,No,NA,NA,<Decline to answer>,Yes,Yes,Yes,1.8861809308301223,Male,White,50K - <75K,55-64,<Missing>,<Missing>,Owned by you or someone else living there,English only
DRS2345,Online,Spanish,<Erased>,1,<Decline to answer>,<Decline to answer>,No,No,No,Yes,16,Historic or Delta “legacy” town,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,<I Dont know why the Delta is important>,No,<I Dont know why the Delta is important>,Yes,No,<I Dont know why the Delta is important>,<Decline to answer>,No,Yes,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,No,Yes,<Decline to answer>,No,Yes,Yes,Yes,No,No,No,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<I don't know>,Satisfied,Yes,No,Yes,Yes,<Decline to answer>,No,Yes,Yes,Moderately concerned,Very concerned,Somewhat concerned,Not at all concerned,Moderately concerned,<Decline to answer>,<Unsure>,Yes. Please specify:,Mostly due to climate change,<I don't know>,<Decline to answer>,No,No,Yes,No,No,Yes,No,<Decline to answer>,Yes,No,Somewhat agree,Somewhat disagree,<Decline to answer>,Doing too much,<I don't know>,Not doing enough,Yes,Yes,Yes,No,Yes,Yes,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,Yes,Yes,No,Yes,No,Very conservative,No,Trust only a little,Strongly distrust,Trust only a little,Strongly distrust,Strongly distrust,Somewhat distrust,Unsure,Very unlikely,<Decline to answer>,NA,NA,<Not applicable>,Very unlikely,Somewhat likely,No,<Decline to answer>,No,<Decline to answer>,NA,<Decline to answer>,Yes,<Decline to answer>,Yes,No,<Not applicable>,<Decline to answer>,1.584894087376323,<Missing>,Black,>150K,25-34,<Missing>,<BA/BS,NA,Other lang
DRS2346,Mail,English,067,3,<Decline to answer>,No,Yes,Yes,<Decline to answer>,Yes,70,<Decline to answer>,Yes,Yes,No,No,No,No,Yes,Yes,No,No,Yes,No,No,No,No,<Decline to answer>,Yes,No,No,Yes,Yes,No,No,Yes,No,<Decline to answer>,Yes,No,No,<Decline to answer>,No,No,Yes,Yes,Yes,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,No,Yes,No,<Decline to answer>,Very satisfied,No,Yes,No,No,<Decline to answer>,<Decline to answer>,No,No,Somewhat concerned,Somewhat concerned,Moderately concerned,Not at all concerned,<Decline to answer>,Moderately concerned,<Decline to answer>,No,Mostly due to climate change,mostly by human activities,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,Yes,No,<Decline to answer>,Yes. Please specify:,<Decline to answer>,Strongly disagree,"No, I have not personally experienced drought impacts",<I don't know>,<Decline to answer>,Not doing enough,Yes,No,Yes,Yes,Yes,<Decline to answer>,Yes,<Decline to answer>,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,Very Liberal,No,Trust only a little,Somewhat distrust,Trust only a little,<Decline to answer>,<Not applicable>,Trust completely,NA,Very likely,Very likely,Somewhat likely,Somewhat unlikely,<Not applicable>,Somewhat unlikely,NA,<Decline to answer>,<Decline to answer>,No,No,No,NA,Yes,Yes,No,Yes,<Not applicable>,NA,0.4859743479587973,<Missing>,White,25K - <50K,<Missing>,Not Hispanic/Latino,<BA/BS,NA,NA
DRS2347,Online,Spanish,095,2,No,Yes,No,No,<Decline to answer>,No,74,<Decline to answer>,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,Yes,No,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,No,Yes,<Decline to answer>,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,<Decline to answer>,<Decline to answer>,No one advocates for my interests in the Delta,Neutral,No,Yes,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,<Decline to answer>,<Unsure>,Moderately concerned,Somewhat concerned,Somewhat concerned,Not at all concerned,Somewhat concerned,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,No,No,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Strongly disagree,<I don't know>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Not doing enough,No,<Decline to answer>,<Decline to answer>,No,No,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,No,Yes,No,Very Liberal,NA,<Decline to answer>,NA,<Decline to answer>,Trust somewhat,Trust somewhat,Trust completely,Very likely,Somewhat unlikely,Somewhat likely,Very unlikely,Unsure,NA,<Decline to answer>,Somewhat likely,No,<Decline to answer>,NA,<Decline to answer>,Yes,No,No,<Not applicable>,NA,No,Yes,Yes,0.16172233179128448,Female,Asian/PI,100K - <150K,18-24,Not Hispanic/Latino,BA/BS,Owned by you or someone else living there,Other lang
DRS2348,Mail,Spanish,077,2,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,Yes,No,29,<Decline to answer>,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No,<I Dont know why the Delta is important>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,<Decline to answer>,Yes,No,Yes,No,Yes,Very concerned,<Decline to answer>,<Unsure>,Moderately concerned,Somewhat concerned,<Unsure>,Moderately concerned,Yes. Please specify:,Not at all due to climate change,mostly by natural changes in the environment,<Decline to answer>,<Decline to answer>,No,No,Yes,<Decline to answer>,No,Yes,Yes,<Decline to answer>,<Decline to answer>,Somewhat agree,Somewhat disagree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,<I don't know>,Not doing enough,Yes,Yes,<Decline to answer>,Yes,No,<Decline to answer>,No,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,No,No,Very Liberal,Yes,<Decline to answer>,Somewhat distrust,<Not applicable>,<Not applicable>,<Decline to answer>,Trust somewhat,Very unlikely,<Decline to answer>,Unsure,Unsure,<Not applicable>,Unsure,Very likely,Somewhat unlikely,Yes,<Decline to answer>,Yes,NA,No,No,No,Yes,Yes,NA,Yes,Yes,0.2183068192219032,Male,Asian/PI,75K - <100K,18-24,<Missing>,>BA/BS,Owned by you or someone else living there,NA
DRS2349,Mail,Spanish,113,2,<Decline to answer>,Yes,No,No,<Decline to answer>,No,35,Rural (outside of town),Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,No,No,No,<Decline to answer>,Yes,No,<Decline to answer>,Yes,No,Yes,Yes,No,No,No,No,Yes,<Decline to answer>,No,No,Yes,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,No,No,<Decline to answer>,No,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,Satisfied,No,Yes,<Decline to answer>,Yes,Yes,<Decline to answer>,Yes,No,Very concerned,<Unsure>,Very concerned,Very concerned,<Decline to answer>,Not at all concerned,Somewhat concerned,No,Mostly due to other factors,mostly by human activities,<Decline to answer>,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes. Please specify:,Strongly agree,Somewhat disagree,<Decline to answer>,<Decline to answer>,<Decline to answer>,Doing too much,No,<Decline to answer>,No,Yes,Yes,<Decline to answer>,No,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,Moderate,NA,Trust completely,NA,<Decline to answer>,Trust completely,Strongly distrust,Trust completely,<Decline to answer>,Very unlikely,Somewhat likely,Somewhat unlikely,<Not applicable>,<Decline to answer>,Unsure,Very unlikely,<Not applicable>,<Not applicable>,No,Yes,No,<Not applicable>,<Not applicable>,Yes,<Decline to answer>,No,No,<Decline to answer>,0.4572274729030225,<Missing>,White,100K - <150K,55-64,Hispanic/Latino,>BA/BS,Rented/Other,English only
DRS2350,Online,English,013,2,No,Yes,Yes,No,<Decline to answer>,Yes,15,Historic or Delta “legacy” town,No,No,No,No,Yes,Yes,Yes,No,No,No,No,<I Dont know why the Delta is important>,Yes,<I Dont know why the Delta is important>,Yes,<Decline to answer>,<Decline to answer>,No,Yes,Yes,No,Yes,Yes,No,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,Yes,No,No,Yes,<Decline to answer>,Yes,No,Yes,<Decline to answer>,Yes,No,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Neutral,No,No,No,<Decline to answer>,Yes,<Decline to answer>,<Decline to answer>,Yes,Moderately concerned,<Decline to answer>,<Unsure>,<Unsure>,Very concerned,Not at all concerned,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,<Decline to answer>,Yes,Yes,Yes,Yes,No,<Decline to answer>,Yes. Please specify:,Strongly disagree,Somewhat agree,"No, I have not personally experienced drought impacts",Doing too much,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,No,Yes,No,Yes,No,Yes,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,Moderate,Yes,<Decline to answer>,Strongly distrust,Trust only a little,NA,Trust only a little,Strongly distrust,NA,<Decline to answer>,<Decline to answer>,Very likely,Very likely,<Decline to answer>,Somewhat likely,Very unlikely,Yes,NA,<Not applicable>,<Not applicable>,No,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,NA,Yes,0.5352083678982985,<Missing>,Asian/PI,50K - <75K,55-64,<Missing>,<Missing>,NA,English only
DRS2351,Mail,English,095,3,No,<Decline to answer>,No,<Decline to answer>,No,<Decline to answer>,73,<I don't know>,No,Yes,Yes,No,No,Yes,No,Yes,No,<I Dont know why the Delta is important>,No,Yes,Yes,No,<I Dont know why the Delta is important>,No,No,<Decline to answer>,Yes,Yes,<Decline to answer>,No,No,No,No,No,Yes,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,No,No,No,No,No,No,No,Yes,Yes,<Decline to answer>,Satisfied,<Decline to answer>,Yes,<Decline to answer>,No,Yes,Yes,Yes,Yes,Very concerned,<Decline to answer>,Somewhat concerned,Not at all concerned,<Unsure>,Moderately concerned,Moderately concerned,<Decline to answer>,Mostly due to other factors,mostly by human activities,Yes,Yes,Yes,No,No,<Decline to answer>,Yes,Yes,No,Yes,No,Strongly agree,Somewhat disagree,"Yes, I have personally experienced drought impacts. Please specify:",Doing the right amount,Doing the right amount,<I don't know>,<Decline to answer>,<Decline to answer>,No,No,No,No,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,<Decline to answer>,Yes,<Decline to answer>,No,<Decline to answer>,Yes,Moderate,Yes,Strongly distrust,Trust only a little,Trust completely,Trust completely,Trust completely,NA,Somewhat likely,Somewhat likely,Unsure,Unsure,Very likely,<Decline to answer>,Very likely,<Decline to answer>,Yes,No,<Decline to answer>,No,No,No,NA,NA,Yes,NA,No,<Decline to answer>,0.9510758368318949,<Missing>,Other and mixed,75K - <100K,55-64,Hispanic/Latino,<BA/BS,<Decline to answer>,NA
DRS2352,Online,English,077,1,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,No,<Decline to answer>,29,Historic or Delta “legacy” town,No,No,Yes,Yes,No,No,Yes,Yes,Yes,<I Dont know why the Delta is important>,<I Dont know why the Delta is important>,Yes,No,Yes,Yes,Yes,Yes,<Decline to answer>,<Decline to answer>,No,No,<Decline to answer>,<Decline to answer>,Yes,Yes,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,Yes,Yes,No,No,No,<Decline to answer>,Yes,No,No,Yes,Yes,<Decline to answer>,Yes,Yes,No,<Decline to answer>,Please specify individual or organization name:,<Decline to answer>,<Decline to answer>,<Decline to answer>,<Decline to answer>,Yes,No,Yes,Yes,<Decline to answer>,Very concerned,<Decline to answer>,<Unsure>,Somewhat concerned,Very concerned,Moderately concerned,<Decline to answer>,Yes. Please specify:,<I don't know>,<I don't know>,<Decline to answer>,No,<Decline to answer>,No,Yes,No,<Decline to answer>,Yes,Yes,Yes,<Decline to answer>,Strongly disagree,Somewhat agree,<Decline to answer>,Doing the right amount,Doing too much,<Decline to answer>,Yes,No,No,No,No,No,Yes,<Decline to answer>,<Decline to answer>,No,No,No,No,Yes,<Decline to answer>,<Decline to answer>,NA,No,Somewhat distrust,Somewhat distrust,Strongly distrust,<Not applicable>,<Not applicable>,Trust only a little,<Not applicable>,<Not applicable>,Unsure,Somewhat unlikely,Very unlikely,Unsure,Very likely,Somewhat likely,NA,<Decline to answer>,<Not applicable>,<Decline to answer>,Yes,<Not applicable>,No,NA,<Not applicable>,NA,No,<Decline to answer>,6.22398863920823,Female,Black,50K - <75K,45-54,<Missing>,<BA/BS,NA,Other lang
